source,listing_url,title,price_lkr,address,bedrooms,bathrooms,house_sqft,land_perches,posted_on_text,sublocation,district,description_raw
ikman.lk,https://ikman.lk/en/ad/house-rent-in-ragama-for-rent-gampaha-1,House for Rent in Ragama,15000,"Ragama- Walpola Road, Ragama, Gampaha",1,1,1361,5,Posted on 16 Apr 1:57 pm,Ragama,Gampaha,ප්‍රධාන බස් පාරට මුහුණලා සියලු පහසුකම් සහිත කඩ කාමරයක් සමග කාමරයක් කුලියට දීමට ඇත.
ikman.lk,https://ikman.lk/en/ad/chrn2603-001modern-house-for-rent-in-negombo-for-rent-gampaha,(CHRN2603-001)Modern House for Rent in Negombo,70000,"Negombo, Negombo, Gampaha",2,2,2000,10,Posted on 20 Apr 11:37 am,Negombo,Gampaha,"Luxury Single Story Modern House for Rent in Negombo 🏠  Negombo 📍   ✴️ Ideal for a Small Family   🔹 Key Property Details :  ✅ Land Size: 10 Perches  ✅ House Size: Approx. 3,000 sqft  ✅ Bedrooms: 2 Spacious Bedrooms  ✅ Bathrooms: 2 Modern Bathrooms  ✅ Single-Story Design  ✅ 20 ft Wide Road Access  ✅ Calm & Secure Residential Surroundings 🌿  🏠 House Features:  ✨ Bright Living & Sitting Area  ✨ Welcoming Veranda  ✨ Well-Planned Dining Area  ✨ Modern Kitchen with Pantry Cupboards  ✨ Separate Outdoor Kitchen & Washroom  ✨ Convenient Parking Space  ✨ Government Water Supply🚰❄️🔥  📍 Prime Location – Close to All Essentials  * Colombo–Puttalam (A3) Main Road: 3.7 km  * Negombo Beach: 4.3 km  * Negombo Town: 5 km  * Negombo Railway Station: 5.2 km  * Negombo General Hospital: 4.5 km  * Nawaloka Hospital: 4.4 km  * Katunayake Airport & Highway Entrance: 14 minutes  🏫 Leading Schools Nearby:  Maris Stella College, OKI, Gateway, NIC, Ave Maria, St. Peter’s, St. Mary’s & other reputed international schools within 15 minutes  🏦 Banks & Supermarkets: Reachable within 10 minutes  📞 Viewing & Contact Details  📌 House viewings available on weekends only  💰 Monthly Rent: Rs. 70,000/= per month  🛑Half Month Agent Fee Required   📢විශේෂ දැනුම් දීමයි📢  මෙම දේපළ වල මිලගනන් සදහන් කර ඇත්තේ එහි හිමිකරුවන්ගේ අවශ්‍යතාව මත බැවින් අප සමාගමේ උවමනාවට නොව. එම නිසා    මෙම දේපළ පරික්ශා කිරීමෙන් පසුව හිමිකරුට සහ ගැනුම්කරුවන්ට මිල ගනන් සාකච්ඡා කර ගත හැකිය.   (🛑HALF MONTH AGENT FEE REQUIRED🛑)  Hero Property Real Estate PVT LTD  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-villa-for-rent-in-kandana-residential-for-rent-gampaha,Fully Furnished Villa for rent in Kandana Residential,200000,"Kandana, Kandana, Gampaha",5,3,3000,20,Posted on 23 Apr 9:07 am,Kandana,Gampaha,"Fully furnished House for rent in Kandana (Commercial or Residential)  • 2 storey house   • 5 Bedrooms (A/C)  • 3 Bathrooms   • Spacious living areas  • Kitchen with pantry cupboards   • Dinning area  • Roof top  • Have fitted ceiling fans   • Balcony   • Store room   • Parking space for 4 Vehicle   • Well surrounded by wall and a gate   • Garden  • Peaceful and safe place  • Walking distance to Colombo - Negombo road  • 1.5km to Kandana  • 4km to Kerawalapitiya interchange   • 6km to Wattala  • 7km to Lyceum international school  • 19km to Katunayake airport   Rs.200,000/-   Short term and long term   Residential or Commercial purposes  Show more"
ikman.lk,https://ikman.lk/en/ad/5bed-house-for-rent-in-kelaniya-sp812-for-rent-gampaha-1,5BED HOUSE FOR RENT IN KELANIYA (SP812),253000,"Waragoda Kelaniya, Kelaniya, Gampaha",5,3,4000,30,Posted on 25 Apr 10:25 am,Kelaniya,Gampaha,"♦️ Two Storied House for Rent in Kelaniya   ♦️ Safe and Peaceful Neighborhood   ♦️ Suitable for Office        (IT Company,  Educational Institution, Back          Office, Day Cear Center Distribution Center or City Office)  ♦️ 6months Refundable Deposit   ♦️ Looking for Long Term Rent   ♦️ Facing to Main Road (Waragoda Road)  ♦️ 900m to Kelaniya  ♦️ 1km to Kandy Road   ♦️ 1.5km to Katunayaka Expressway Entrance   ♦️ 2km to Kiribathgoda   ♦️ 5Bedrooms with Ac  ♦️ 3Bathrooms with Hot Water   ♦️ Sperate Servant Room and Washroom Available   ♦️ Fully Tiled Floor   ♦️ Living Dining with Kitchen   ♦️ Parking Available for 5Vehicles   ♦️ 1/2 MONTH AGENT FEE WILL BE APPLICABLE   📞 Please feel free to contact me through my mobile   Show more"
ikman.lk,https://ikman.lk/en/ad/upstair-house-rent-in-kiribathgoda-makola-4-beds-for-rent-gampaha,"Upstair house rent in Kiribathgoda, Makola 4 Beds",75000,"Kiribathgoda, Kiribathgoda, Gampaha",4,1,2000,15,Posted on 23 Apr 9:07 am,Kiribathgoda,Gampaha,"4 Beds Upstair house rent in Kiribathgoda, Makola  • 4 Bedrooms  • 1 Bathroom   • Spacious Living areas   • Kitchen   • Dining area   • Veranda   • Balconies   • Roof top  • Tiled  • Separate entrance   • Separate electricity and water bills   • 1 Parking space   • Well surrounded by wall and a gate   • Walking distance to Makola road (100m)  • 750m to Kiribathgoda clock tower   • 750m to Kandy road   • 850m to Dominos pizza Kiribathgoda   • 1.2km to Viharamaha devi balika Vidyalaya   • 1.7km to Kelaniya  • 2.5km to Kelaniya university   • 3km to Mahara junction   • 3km to Sapugaskanda   Rs. 75,000/-  Only upstair  Show more"
ikman.lk,https://ikman.lk/en/ad/4bed-house-for-rent-in-negombo-with-furniture-sp1111-for-rent-gampaha,4BED HOUSE FOR RENT IN NEGOMBO WITH FURNITURE (SP1111),300000,"Negombo, Negombo, Gampaha",4,3,3000,12,Posted on 25 Apr 10:25 am,Negombo,Gampaha,👉 Two Storied House for Rent in Negombo         With Furniture   👉 Safe and Peaceful Neighborhood   👉 Suitable for Working Professional Family or       Foreign Family  👉 Minimum 1year Agreement   👉 6months Refundable Deposit   👉 2minutes to Negombo Station   👉 4minutes to Chilaw Road  👉 4Bedrooms with Ac   👉 3Bathrooms   👉 Fully Tiled Floor   👉 Living Dining with Pantry   👉 Parking Space Available   💰1/2 MONTH AGENT FEE WILL APPLIED 💰   ♣️ Please feel free to contact me through        mobile 📞  Show more
ikman.lk,https://ikman.lk/en/ad/4-beds-upstair-house-rent-in-kiribathgoda-makola-mk-for-rent-gampaha,"4 Beds Upstair house rent in Kiribathgoda, Makola MK",75000,"Kiribathgoda, Kiribathgoda, Gampaha",4,1,1900,20,Posted on 23 Apr 9:07 am,Kiribathgoda,Gampaha,"4 Beds Upstair house rent in Kiribathgoda, Makola  • 4 Bedrooms  • 1 Bathroom   • Spacious Living areas   • Kitchen   • Dining area   • Veranda   • Balconies   • Roof top  • Tiled  • Separate entrance   • Separate electricity and water bills   • 1 Parking space   • Well surrounded by wall and a gate   • Walking distance to Makola road (100m)  • 750m to Kiribathgoda clock tower   • 750m to Kandy road   • 850m to Dominos pizza Kiribathgoda   • 1.2km to Viharamaha devi balika Vidyalaya   • 1.7km to Kelaniya  • 2.5km to Kelaniya university   • 3km to Mahara junction   • 3km to Sapugaskanda   Rs. 75,000/-  Only upstair  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-2-storey-house-rent-in-negombo-for-rent-gampaha-12,Fully Furnished 2 Storey house rent in Negombo,300000,"Negombo, Negombo, Gampaha",4,4,2800,15,Posted on 23 Apr 9:07 am,Negombo,Gampaha,"Fully Furnished 2 Storey house rent in Negombo Town   • 4 Bedrooms (A/C)  • 3 Bathrooms  • 1 Servant bathroom  • Outside shower area   • Spacious Living areas  • Balconies   • 2 Kitchens with pantry cupboards   • 2 Dining areas  • Veranda   • Fully tiled and ceiling   • Have fitted with ceiling   • Parking space (Garage)  • Interlocked garden   • CCTV   • Well surrounded by wall and a gate   • Clam environment and peaceful neighborhood   *Upstair*  • 2 Bedrooms (A/C)  • 2 Bathrooms (1 Attached)  • Spacious Living area   • Spacious Balconies   • Parking space   • Have fitted with ceiling fans   • Separate entrance   • Parking space   • Fully Furnished   *Ground floor*  • 2 Bedrooms (A/C)  • 1 Bathroom   • 1 Outside Servant bathroom and shower area  • Spacious Living area   • Veranda   • Fully tiled   • Have fitted with ceiling fans   • Parking space   • Walking distance to Negombo Town (Banks, Church, Schools, Hospital, Medical center, Grocery, Supermarket, Pharmacy, and all essentials)  • Walking distance to Colombo - Negombo/ Chilaw main road   • 700m to Periyamulla   • 1km to Maris Stella   school   • 1.3km to Negombo Bus terminal  • 1.6k to St Joseph school kadolkale   • 2.5km to Negombo Browns beach   • 3km to Leeds international school   • 11km to Katunayake airport and BOI   Rs. 300,000/-  Only for foreigners   If not answered call, leave a Whatsapp massege   No need brokers  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-luxury-house-for-rent-in-negombo-for-rent-gampaha-12,Fully Furnished Luxury House for Rent in Negombo,350000,"Negombo, Negombo, Gampaha",4,3,1500,11,Posted on 20 Apr 11:37 am,Negombo,Gampaha,"Fully Furnished House for Rent in Negombo Town 🏠  Negombo Town 📍   ✴️11 perches  🛑 Only For Foreigners 🛑  Down floor:  - Living room 🛋️  - 2 bedrooms 🛏️  - Dinning area 🍴  - 1 common bathroom 🚽  - Servant toilet and shower area 🚿  - Spacious varenda 🌞  - Car porch 🚗 with spacious parking area  1st floor:  - Living area with balcony 🌴  - 2 bedrooms 🛏️ 1 with attached bathroom 🚽  - 1 common bathroom  Location highlights:  - 300m for Negombo Town 🏙️ and all leading banks 🏦, schools 🏫 and super markets 🛍️  Rent Details:  - 6 months key money   - 1000 $ dollars only for foreigners  - 3,50,000/=  - 1 year agreement 📝  - Half Month Agent Fee Required 🛑   Contact Us📲 for more information 📲   Hero Property Real Estate PVT LTD 📞  Show more"
ikman.lk,https://ikman.lk/en/ad/modern-elegant-house-for-rent-in-negombo-for-rent-gampaha,Modern Elegant House for Rent in Negombo,140000,"Kochchikade, Negombo, Gampaha",3,2,0,30,Posted on 20 Apr 11:37 am,Negombo,Gampaha,"🏠Fully Furnished House for Rent in Walihena  Kochchikade 📍  Property features:  * 30 perches  * Living room 🏠  * Kitchen with pantry cupboards🍽️  * 3  bedrooms  * 2 Attached bathroom🛀  * AC  * 1 room with A/C🛏️ and attached bathroom🛀     Location highlights:  📍5 km for  Negombo  Town and   📍1 km for kochchikade  town and all leading  banks,schools and super markets   Rent details:  * Rs.140,000/= per month💸  * 6 months key money📝  * 1 year agreement 📝  Ideal for:  Families🫱🏻‍🫲🏻  Contact Us📲 for more information   Hero Property Real Estate PVT LTD 📞  Show more"
ikman.lk,https://ikman.lk/en/ad/upstairs-house-for-rent-in-makola-for-rent-gampaha-2,Upstairs House for Rent in Makola 🛑,75000,"Kiribathgoda Makola, Kiribathgoda, Gampaha",4,1,0,0,Posted on 20 Apr 11:37 am,Kiribathgoda,Gampaha,"Upstairs House for Rent in Kiribathgoda Makola 🏠  Location: Makola road  600m to Kiribathgoda 📍    🛑 Half Month Agent Fee Required 🛑   *House Details:*  - 4 bedrooms 🛏️  - 1 bathroom 🚿   - Living area 🛋️  - Kitchen🍽️  - Manual Gate  - Parking Space    *Rent Details:*  -  75,000 💸 per month ( negotiable )  - 6 months key money (negotiable )  - Half Month Agent Fee Required 🛑   📢විශේෂ දැනුම් දීමයි📢  මෙම දේපළ වල මිලගනන් සදහන් කර ඇත්තේ එහි හිමිකරුවන්ගේ අවශ්‍යතාව මත බැවින් අප සමාගමේ උවමනාවට නොව. එම නිසා    මෙම දේපළ පරික්ශා කිරීමෙන් පසුව හිමිකරුට සහ ගැනුම්කරුවන්ට මිල ගනන් සාකච්ඡා කර ගත හැකිය.   (🛑HALF MONTH AGENT FEE REQUIRED🛑)  Contact: for more information  ☎️  Hero Property Real Estate PVT LTD  Show more"
ikman.lk,https://ikman.lk/en/ad/a-two-storey-house-for-rent-kapuwatta-station-road-ja-ela-for-rent-gampaha-1,"A Two-Storey House for Rent – Kapuwatta Station Road, Ja-Ela",90000,"709E Station Road, Kapuwatta, Ja-Ela, Ja-Ela, Gampaha",4,1,2600,12,Posted on 15 Mar 9:16 pm,Ja-Ela,Gampaha,"A fully tiled two-storey house with 4 bedrooms and 1 bathroom is available for rent on Kapuwatta Station Road, Ja-Ela. The house is available with some furniture.  Parking space is available for up to 2 vehicles.  The property is conveniently located:  Only 400 meters to Kapuwatta Railway Station  600 meters to Negombo Road  Ideal for a family looking for easy access to transport and main roads.  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-negombo-for-rent-gampaha-473,HOUSE FOR RENT NEGOMBO,35000,"101 H/2 MANAWERIYA KOCHCHIKADE, Negombo, Gampaha",2,1,880,5,Posted on 09 Apr 10:32 am,Negombo,Gampaha,"මිගමුව - කොච්චිකඩේ නගරයේ සිට 1km දුරින් මඩම්පැල්ල පාරේ තෝප්පුව කුරැස කණුව අසල තෝප්පුව ග්‍රාමිය බැංකු ගොඩනැගිල්ලේ උඩුමහලේ පිහිටි සාලය, කාමර 2 , මුළුතැන්ගෙය, නානකාමරය සහිත නිවස කුලිවට දිමට ඇත.  වෙනමම ටොයිලට් එකක් ඇත.  ඉදිරිපස— පිටුපස කොරිඩෝ ඇත  මාසික කුලිය 35000/=  අත්තිකාරම් මුදල 200000/=  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-luxury-house-for-rent-in-kandana-for-rent-gampaha-1,Fully Furnished Luxury House for Rent in Kandana,200000,"Kandana, Kandana, Gampaha",5,3,3500,25,Posted on 23 Apr 9:07 am,Kandana,Gampaha,"Fully furnished House for rent in Kandana (Commercial or Residential)  • 2 storey house   • 5 Bedrooms (A/C)  • 3 Bathrooms   • Spacious living areas  • Kitchen with pantry cupboards   • Dinning area  • Roof top  • Have fitted ceiling fans   • Balcony   • Store room   • Parking space for 4 Vehicle   • Well surrounded by wall and a gate   • Garden  • Peaceful and safe place  • Walking distance to Colombo - Negombo road  • 1.5km to Kandana  • 4km to Kerawalapitiya interchange   • 6km to Wattala  • 7km to Lyceum international school  • 19km to Katunayake airport   Rs.200,000/-   Short term and long term   Residential or Commercial purposes  Show more"
ikman.lk,https://ikman.lk/en/ad/modern-house-for-rent-in-mahabaage-for-rent-gampaha,Modern House for Rent in Mahabaage,80000,"Mahabaage, Wattala, Gampaha",2,1,0,0,Posted on 20 Apr 11:37 am,Wattala,Gampaha,"Modern House for Rent in Wattala 🏠   📍Mahabaaga  📍1 km to negambo road  🏠Living area  🛌Two bed room  🛀One attached bathroom ❄️AC  🔅With furnitures  〽️Balcony  🚗Vehicle parking   🎢Separate meters  🚫Pets not allowed🚫  Rent Details 〽️   * Rs: 80,000/=💸 negotiable   * Key money 4 month negotiable ✴️   * Half Month Agent Fee Required 🛑   🚫Muslims not allowed🚫  Contact Us📲 for more information   Hero Property Real Estate PVT LTD 📞  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-kadawatha-for-rent-gampaha-1767,House For Rent in Kadawatha,22000,"Kadawatha Eksath mawatha, Kadawatha, Gampaha",1,1,1220,6,Posted on 15 Apr 9:43 am,Kadawatha,Gampaha,"📍කඩවත එක්සත්මාවත              🏠 සාලය, නිදන කාමරය, කෑම කාමරය, කුස්සිය, වැසිකිලියක්.                         🛣️ පාර අඩි 04.                                         🗾කඩවත ගනේමුල්ල පාරටත් , කඩවත බණ්ඩාරවත්තටත් පහසුවෙන් ළගා විය හැකිය.                                                🛣️අන්තර් හුවමාරුවද ආසන්නය.                                 🏥රෝහල්, පෞද්ගලික රෝහල් සියල්ලම ආසන්නව ඇත.                                   🛒 සුපිරි වෙළදසැල් හා ප්‍රධාන වෙළදසැල් ආසන්නව ඇත.                               🏛️ආගමික ස්ථාන ආසන්නය.                                            මෙම නිවස සාමන්‍ය දෙදෙනෙක් කුඩා පවුලක් සදහා දෙනු ලමයි. පිරිසිදුකම අගය කරයි. මාස 06 ක අත්තිකාරම් මුදලක් බලාපොරොත්තු වන අතර මාසික ගාස්තුව 22000. ඉතා විශ්වාසවන්ත අය බලාපොරොත්තු වෙයි.     🏠 *Property Details*  - 1 living room, 1 Bedroom, 1 Dining Room, Kitchen, Toilet  - Road width: 4ft  🛣️ *Location*  - Easily accessible to Kadawatha-Ganemulla Road and Kadawatha-Bandarawatta  - Interchange nearby  🏥 *Facilities*  - Hospitals, private hospitals nearby  🛒 *Shopping*  - Supermarkets and main shops nearby  🏛️ *Religious sites* nearby         *Ideal for a small family of 2.* Cleanliness is valued.  - 6 months advance payment expected  - Monthly rent: 25,000 LKR  - Trustworthy tenants preferred  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-house-rent-in-seeduwa-residential-or-commercial-for-rent-gampaha,Fully Furnished House Rent in Seeduwa (Residential or Commercial),120000,"Seeduwa, Seeduwa, Gampaha",5,3,3000,25,Posted on 05 May 8:31 am,Seeduwa,Gampaha,"Fully Furnished 2 Storey house rent in Seeduwa   • 5 Bedrooms (2 A/C)  • 3 Bathrooms (Hot water)  • Spacious Living areas   • Kitchen with pantry cupboards (Modern pantry)  • Dining area   • Veranda  • Balconies   • Fully tiled and ceiling   • Have fitted with ceiling fans   • Parking space   • TV lobby   • Garden space (Interlocked)  • Well surrounded by wall and a Roller gate  • 1km to Negombo - Gampaha road , Kotugoda road   • 1km to Colombo -Chilaw, Negombo main road   • 2.4km to St. Thomas school   • 2.5km to Sri Pangnananda National school   • 3km to Katunayake highway entrance   • 3.9km to Katunayake airport and BOI   • 7km to Gateway college   Rs. 150,000/-  Fully Furnished   No need brokers  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-6-beds-house-rent-in-kandana-residential-for-rent-gampaha,Fully Furnished 6 Beds House Rent in Kandana Residential,200000,"Kandana, Kandana, Gampaha",5,3,4800,20,Posted on 23 Apr 9:07 am,Kandana,Gampaha,"Fully furnished House for rent in Kandana (Commercial or Residential)  • 2 storey house   • 5 Bedrooms (A/C)  • 3 Bathrooms   • Spacious living areas  • Kitchen with pantry cupboards   • Dinning area  • Roof top  • Have fitted ceiling fans   • Balcony   • Store room   • Parking space for 4 Vehicle   • Well surrounded by wall and a gate   • Garden  • Peaceful and safe place  • Walking distance to Colombo - Negombo road  • 1.5km to Kandana  • 4km to Kerawalapitiya interchange   • 6km to Wattala  • 7km to Lyceum international school  • 19km to Katunayake airport   Rs.200,000/-   Short term and long term   Residential or Commercial purposes  Show more"
ikman.lk,https://ikman.lk/en/ad/upstairs-house-for-rent-in-rajagiriya-for-rent-gampaha,Upstairs House For Rent in Rajagiriya,150000,"Kandana, Gampaha",3,1,1800,20,Posted on 08 Apr 5:22 pm,Kandana,Gampaha,"RAJAGIRIYA  (  MEDAWELIKADA ROAD  )  UPSTAIR HOUSE AVAILABLE FOR RENT  / PERCHES 20 / BEDROOMS  3 /  HOUSE HAS A LARGE MASTER BEDROOM AND TWO GOOD SIZE BEDROOMS  / TWO ROOMS WITH  ATTACHED BATHROOMS,  AC AND HOT WATER  / TV LOUNGE AND VISITORS TOILET/ DINNIG  , LIVING AND OPEN KITCHEN AREA  / GARAGE WITH ROLLER GATE  (  PARKING 1 VEICEL  ) HIGHLY RESIDENTIAL AREA  / WALKING DISTANCE TO RAJAGIRIYA JUNCTION,  BANKS,  SUPERMARKETS AND INTERNATIONAL SCHOOLS  / EASY ACCESS TO ALL MAJOR TOWNS  SUCH AS  BORELLA,  NAWALA , NUGEGODA , BATHARAMULLA , MALABE KOSWATHTA /  NO FLOOD THREATS AND VISITS CAN BE ARANGE ON APPOINTMENT ONLY FOR APPOINTMENT PLEASE CALL  -  (RENT PER MONTH IS 150,000/= AND  6 MONTHS ADVANCE AS A REFUNDABLE DEPOSIT)  Show more"
ikman.lk,https://ikman.lk/en/ad/fully-furnished-2-storey-house-for-rent-in-negombo-for-rent-gampaha,Fully Furnished 2 Storey House for Rent in Negombo,100000,"Negombo, Negombo, Gampaha",3,2,2500,15,Posted on 23 Apr 9:07 am,Negombo,Gampaha,"Luxury Fully Furnished House for Rent, Negombo   • Fully furnished   • 3 Bedrooms (A/C)  • 2 Bathrooms (Hot water)  • Living area  • Kitchen with pantry cupboards   • Dining area   • Fully tiled and ceiling   • Parking space for 2 vehicles  • Well surrounded by wall and a gate   • Walking distance to Colombo - Negombo main road   • 1.4km to Avemariya branch bolawalana   • 1.6km to BCI institute   • 2.3km to Nawaloka hospital Negombo   • 2.5km to Maris Stella school, Negombo general hospital   • 800m to Leeds international school   • 2km to Negombo  • 3km to Gateway college   • 8km to Katunayaka airport and BOI   Rs. 100,000/-  Show more"
ikman.lk,https://ikman.lk/en/ad/3-bedrooms-fully-furnished-house-for-rent-negombo-for-rent-gampaha-111,3 Bedrooms Fully Furnished House for Rent Negombo,150000,"Negombo, Negombo, Gampaha",3,2,2000,18,Posted on 23 Apr 9:07 am,Negombo,Gampaha,"Fully furnished 2 storey house rent in Negombo   • 3 Spacious Bedrooms (2 A/C)  • 2 Bathrooms (Solar hot water)  • Large living areas  • Kitchen with pantry cupboards   • Dining area   • Veranda   • Balconies   • Fully tiled and ceiling   • Car pouch   • Interlocked garden   • Parking space   • Well surrounded by wall and a gate   • Walking distance to Main road  • 800m to Adventist international school   • 1.3km to Y junction   • 1.5km to Maris Stella school   • 1.5km to Dalupotha   • 1.6km to St. Nicholas international school   • 1.6km to Harishchandra college   • 1.6km to Periyamulla, Smaeeha, Manzil, Amraleef restaurants   • 1.6km to Katuwapitiya   • 2.5km to Negombo town  • 3km to Avemariya convent school   • 3.3km to Negombo beach, Restaurants, Hotels   • 3.8km to Leeds international school   • 4km to Nice International school   • 4.5km to Loyola college   • 10.5km to Katunayake airport and BOI   Rs. 150,000/-  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-yakkala-for-rent-gampaha-194,House for Rent in Yakkala,24000,"137/4 Kandy Road, Jayasekara Matha, Yakkala, Gampaha City, Gampaha",1,1,1000,20,Posted on 29 Mar 12:33 pm,Gampaha City,Gampaha,"තාවකාලිකව වෙන් කර ඇත. ඇමතුම් ලබා දීමෙන් වලකින්න.  One bedroom, large living area, Varanda (covered with Ceiling), pantry and attached bathroom.  Monthly rent Rs 24,000/=   Deposit 3 months  200 meters to Kandy Road and 1 km to Yakkala and Miriswaththa.   Tap water with overhead tank.  Separate water and electricity meters.   One vehicle parking facility.   Fully covered with boundary wall.   No brokers please.  Negotiation after inspection only.  Show more"
ikman.lk,https://ikman.lk/en/ad/k382-luxury-brand-new-full-furnished-3-story-house-for-rent-waragoda-for-rent-gampaha-48,(K382) Luxury Brand New Full Furnished 3 Story House for Rent Waragoda,140000,"waragoda, kelaniya, Kelaniya, Gampaha",8,6,5500,10,Posted on 13 Mar 8:56 pm,Kelaniya,Gampaha,"Peaceful surrounding, Exclusive Neighborhood        🟩 Property Features      ⭕️ 08 Master Bedrooms      ⭕️ 06 Bathrooms With Hot Water (All luxury Italian Fittings)       ⭕️ Two Large Living Area      ⭕️ Two Dining Rooms       ⭕️ Two Kitchens Including Two Mini Bars       🟩 Amenities      ⭕️ Fully Tiled House      ⭕️ Servant Room All Rooms Air Conditioned      ⭕️ Servant bathroom      ⭕️ Parking Available For 2 Vehicles       ⭕️ Two Water Meters And Electricity Meters Two Pase for Better Monthly Bills       ⭕️ Two TV Room Lounge Area      ⭕️ Dialog TV /Peo TV /SLT Land Line /SLT Fiber Internet       ⭕️ 24/7 CCTV Cameras And Monitors Through Your Phone & Home Surveillance System       ⭕️ One Roof Top includes 500L Reserve Tank And 5 Balconies       ⭕️ Emergency Generator 1.2KW Available       ⭕️ Peacefully Surrounding & Exclusive Neighborhood         ****************************      ## 𝗛𝗮𝗹𝗳 𝗠𝗼𝗻𝘁𝗵 𝗔𝗴𝗲𝗻𝘁 𝗙𝗲𝗲 ##  ## 5 Month Key-money ##  ****************************  ♻️  Close Area - 🛣️BIA 25Min  		 Kiribathgoda Town 10Min  		 Colombo City 10Min  		 Southen and Katunayaka Highway 10Min  	  		  ♻️  Close to Supermarkets, Banks, Government & International schools  ♻️  All infrastructure perfectly available including waste collection service.  ♻️  There is no legal or financial issues associated with the property.      🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹  📞 Feel free to call for an appointment or      for More information Contact      Peo Land Real Estate (Pvt) Ltd      GENUINE BUYERS ONLY  	        *NO BROKERS*    (බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media:  Facebook | YouTube | WhatsApp| Instagram | TikTok| peolands.com| PEO Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/k629-furnished-1st-floor-house-unit-for-rent-in-kandana-for-rent-gampaha-6,(K629) Furnished 1st Floor House unit for Rent in Kandana,120000,"Kandana, Kandana, Gampaha",2,3,1500,10,Posted on 13 Mar 8:56 pm,Kandana,Gampaha,"￭ Peaceful surrounding, Exclusive Neighborhood  ￭ 15Ft Wide Road      🟩 Property Features      ⭕️ 02 bedrooms      ⭕️ 03 bathrooms      ⭕️ Living area       ⭕️ Dining area      ⭕️ Rooftop  access      ⭕️ Kitchen with Pantry      🟩 Amenities      ⭕️ Furnished      ⭕️ Balconies      ⭕️ Tiled floors      ⭕️ Parking spaces      ⭕️ Roller Gate      ⭕️ Wicket Gate      ⭕️ Ceiling Fan      ⭕️ Air Conditioned      ⭕️ Water & Electricity      ⭕️ Surrounded Wall  	## Half month Agent Fee ##   Viewings can be arranged by prior appointment only  ♻️  Close Areas -  	300 meters to Negombo Road  ♻️  Close to International Schools, Hospitals, Banks, Super Markets  ♻️  All infrastructure perfectly available including waste collection service.  ♻️  There is no legal or financial issues associated with the property.      🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹  📞  Feel free to call for an appointment or for More information Contact      PEO Land Real Estate (Pvt) Ltd      	GENUINE BUYERS ONLY  	*NO BROKERS*    	(බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media :  Facebook | YouTube | WhatsApp| Instagram | Tiktok| peolands.com| Peo Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/luxury-fully-furnished-villa-for-rent-in-negombo-kochchikade-for-rent-gampaha,"Luxury Fully Furnished Villa for Rent in Negombo, Kochchikade",140000,"Negombo, Negombo, Gampaha",4,3,2500,22,Posted on 23 Apr 9:06 am,Negombo,Gampaha,"Fully furnished 4 Beds Luxury house rent in Negombo   • 4 Bedrooms (A/C)  • 3 Bathrooms (Hot water)  • Spacious Living area   • Open kitchen with pantry cupboards   • Dining area   • Veranda   • Fully tiled and ceiling   • Have fitted with ceiling fans   • Parking area for 5 vehicles  • Beautiful garden   • Well surrounded by wall and a gate   • 1400sqft  • 22 perches   • 450m to Colombo - Negombo, Chilaw main road   • 850m to Loyola college   • 2km to Kochchikade railway station  • 2km to Kattuwa   • 2.3km to Jetwing sea hotel  • 2.5km to Negombo beach, restaurants, hotels   • 5km to Negombo (Maris Stella, Ave Mariya convent)  • 14km to Katunayake airport and BOI   Rs. 140,000/- (Negotiable)  Show more"
